country_code,country_name,period,unemployment
CZ,Czech Republic,2017-12,1.9
CZ,Czech Republic,2018-01,1.7
CZ,Czech Republic,2018-02,2.1
CZ,Czech Republic,2018-03,1.7
CZ,Czech Republic,2018-04,1.7
CZ,Czech Republic,2018-05,1.8
CZ,Czech Republic,2018-06,1.8
CZ,Czech Republic,2018-07,2.0
CZ,Czech Republic,2018-08,1.8
CZ,Czech Republic,2018-09,1.9
CZ,Czech Republic,2018-10,1.6
CZ,Czech Republic,2018-11,1.5
CZ,Czech Republic,2018-12,1.9
CZ,Czech Republic,2019-01,1.7
CZ,Czech Republic,2019-02,1.6
CZ,Czech Republic,2019-03,1.9
CZ,Czech Republic,2019-04,1.7
CZ,Czech Republic,2019-05,1.7
CZ,Czech Republic,2019-06,1.4
CZ,Czech Republic,2019-07,1.8
CZ,Czech Republic,2019-08,1.6
CZ,Czech Republic,2019-09,1.8
CZ,Czech Republic,2019-10,1.8
CZ,Czech Republic,2019-11,2.2
CZ,Czech Republic,2019-12,1.6
CZ,Czech Republic,2020-01,1.9
CZ,Czech Republic,2020-02,1.8
CZ,Czech Republic,2020-03,1.7
CZ,Czech Republic,2020-04,2.0
CZ,Czech Republic,2020-05,2.2
CZ,Czech Republic,2020-06,2.4
CZ,Czech Republic,2020-07,2.2
CZ,Czech Republic,2020-08,2.8
CZ,Czech Republic,2020-09,2.3
CZ,Czech Republic,2020-10,2.3
CZ,Czech Republic,2020-11,2.6
CZ,Czech Republic,2020-12,2.7
CZ,Czech Republic,2021-01,2.4
CZ,Czech Republic,2021-02,2.5
CZ,Czech Republic,2021-03,2.9
CZ,Czech Republic,2021-04,2.6
CZ,Czech Republic,2021-05,2.5
CZ,Czech Republic,2021-06,2.2
CZ,Czech Republic,2021-07,2.3
CZ,Czech Republic,2021-08,2.3
CZ,Czech Republic,2021-09,2.2
CZ,Czech Republic,2021-10,2.1
CZ,Czech Republic,2021-11,1.9
CZ,Czech Republic,2021-12,1.9
CZ,Czech Republic,2022-01,1.9
CZ,Czech Republic,2022-02,2.0
CZ,Czech Republic,2022-03,2.0
CZ,Czech Republic,2022-04,1.9
CZ,Czech Republic,2022-05,1.8
CZ,Czech Republic,2022-06,1.8
CZ,Czech Republic,2022-07,1.8
CZ,Czech Republic,2022-08,2.0
CZ,Czech Republic,2022-09,1.9
CZ,Czech Republic,2022-10,1.8
CZ,Czech Republic,2022-11,2.7
CZ,Czech Republic,2022-12,1.9
CZ,Czech Republic,2023-01,2.1
CZ,Czech Republic,2023-02,2.2
CZ,Czech Republic,2023-03,2.2
CZ,Czech Republic,2023-04,2.2
CZ,Czech Republic,2023-05,2.0
CZ,Czech Republic,2023-06,2.3
CZ,Czech Republic,2023-07,2.2
CZ,Czech Republic,2023-08,2.1
CZ,Czech Republic,2023-09,2.4
CZ,Czech Republic,2023-10,2.4
CZ,Czech Republic,2023-11,2.0
CZ,Czech Republic,2023-12,2.5
CZ,Czech Republic,2024-01,2.6
CZ,Czech Republic,2024-02,2.0
CZ,Czech Republic,2024-03,2.5
CZ,Czech Republic,2024-04,2.3
CZ,Czech Republic,2024-05,2.4
CZ,Czech Republic,2024-06,2.5
CZ,Czech Republic,2024-07,2.3
CZ,Czech Republic,2024-08,1.9
CZ,Czech Republic,2024-09,2.7
CZ,Czech Republic,2024-10,2.4
CZ,Czech Republic,2024-11,1.7
CZ,Czech Republic,2024-12,2.5
CZ,Czech Republic,2025-01,2.4
CZ,Czech Republic,2025-02,1.9
CZ,Czech Republic,2025-03,2.3
CZ,Czech Republic,2025-04,2.4
CZ,Czech Republic,2025-05,2.4
CZ,Czech Republic,2025-06,2.8
CZ,Czech Republic,2025-07,2.5
CZ,Czech Republic,2025-08,2.7
CZ,Czech Republic,2025-09,2.7
CZ,Czech Republic,2025-10,2.9
CZ,Czech Republic,2025-11,2.8
CZ,Czech Republic,2025-12,2.5
CZ,Czech Republic,2026-01,2.8
CZ,Czech Republic,2026-02,3.0
CZ,Czech Republic,2026-03,2.5
CZ,Czech Republic,1993-01,4.5
CZ,Czech Republic,1993-02,4.4
CZ,Czech Republic,1993-03,4.4
CZ,Czech Republic,1993-04,4.4
CZ,Czech Republic,1993-05,4.5
CZ,Czech Republic,1993-06,4.3
CZ,Czech Republic,1993-07,4.5
CZ,Czech Republic,1993-08,4.3
CZ,Czech Republic,1993-09,3.9
CZ,Czech Republic,1993-10,4.3
CZ,Czech Republic,1993-11,4.1
CZ,Czech Republic,1993-12,4.2
CZ,Czech Republic,1994-01,4.2
CZ,Czech Republic,1994-02,4.1
CZ,Czech Republic,1994-03,4.1
CZ,Czech Republic,1994-04,4.5
CZ,Czech Republic,1994-05,4.1
CZ,Czech Republic,1994-06,4.4
CZ,Czech Republic,1994-07,4.3
CZ,Czech Republic,1994-08,4.3
CZ,Czech Republic,1994-09,4.6
CZ,Czech Republic,1994-10,4.4
CZ,Czech Republic,1994-11,4.1
CZ,Czech Republic,1994-12,4.4
CZ,Czech Republic,1995-01,4.1
CZ,Czech Republic,1995-02,4.1
CZ,Czech Republic,1995-03,4.3
CZ,Czech Republic,1995-04,4.1
CZ,Czech Republic,1995-05,4.1
CZ,Czech Republic,1995-06,4.3
CZ,Czech Republic,1995-07,4.1
CZ,Czech Republic,1995-08,4.0
CZ,Czech Republic,1995-09,3.9
CZ,Czech Republic,1995-10,3.8
CZ,Czech Republic,1995-11,3.8
CZ,Czech Republic,1995-12,3.6
CZ,Czech Republic,1996-01,3.8
CZ,Czech Republic,1996-02,3.5
CZ,Czech Republic,1996-03,3.6
CZ,Czech Republic,1996-04,3.9
CZ,Czech Republic,1996-05,3.9
CZ,Czech Republic,1996-06,3.9
CZ,Czech Republic,1996-07,3.8
CZ,Czech Republic,1996-08,4.0
CZ,Czech Republic,1996-09,4.0
CZ,Czech Republic,1996-10,3.9
CZ,Czech Republic,1996-11,4.1
CZ,Czech Republic,1996-12,4.3
CZ,Czech Republic,1997-01,4.2
CZ,Czech Republic,1997-02,4.1
CZ,Czech Republic,1997-03,4.1
CZ,Czech Republic,1997-04,4.5
CZ,Czech Republic,1997-05,4.6
CZ,Czech Republic,1997-06,4.7
CZ,Czech Republic,1997-07,4.9
CZ,Czech Republic,1997-08,4.9
CZ,Czech Republic,1997-09,5.0
CZ,Czech Republic,1997-10,5.2
CZ,Czech Republic,1997-11,5.4
CZ,Czech Republic,1997-12,5.7
CZ,Czech Republic,1998-01,5.7
CZ,Czech Republic,1998-02,5.6
CZ,Czech Republic,1998-03,6.0
CZ,Czech Republic,1998-04,5.9
CZ,Czech Republic,1998-05,5.9
CZ,Czech Republic,1998-06,6.4
CZ,Czech Republic,1998-07,6.7
CZ,Czech Republic,1998-08,6.6
CZ,Czech Republic,1998-09,6.8
CZ,Czech Republic,1998-10,7.5
CZ,Czech Republic,1998-11,7.3
CZ,Czech Republic,1998-12,7.2
CZ,Czech Republic,1999-01,8.0
CZ,Czech Republic,1999-02,8.1
CZ,Czech Republic,1999-03,8.5
CZ,Czech Republic,1999-04,8.6
CZ,Czech Republic,1999-05,8.8
CZ,Czech Republic,1999-06,8.5
CZ,Czech Republic,1999-07,8.7
CZ,Czech Republic,1999-08,8.9
CZ,Czech Republic,1999-09,9.2
CZ,Czech Republic,1999-10,9.2
CZ,Czech Republic,1999-11,8.9
CZ,Czech Republic,1999-12,9.1
CZ,Czech Republic,2000-01,9.3
CZ,Czech Republic,2000-02,9.2
CZ,Czech Republic,2000-03,9.3
CZ,Czech Republic,2000-04,9.1
CZ,Czech Republic,2000-05,8.9
CZ,Czech Republic,2000-06,8.6
CZ,Czech Republic,2000-07,8.7
CZ,Czech Republic,2000-08,8.5
CZ,Czech Republic,2000-09,8.3
CZ,Czech Republic,2000-10,8.4
CZ,Czech Republic,2000-11,8.6
CZ,Czech Republic,2000-12,8.2
CZ,Czech Republic,2001-01,8.3
CZ,Czech Republic,2001-02,8.3
CZ,Czech Republic,2001-03,8.1
CZ,Czech Republic,2001-04,8.3
CZ,Czech Republic,2001-05,8.1
CZ,Czech Republic,2001-06,8.0
CZ,Czech Republic,2001-07,8.1
CZ,Czech Republic,2001-08,8.4
CZ,Czech Republic,2001-09,8.2
CZ,Czech Republic,2001-10,7.7
CZ,Czech Republic,2001-11,8.0
CZ,Czech Republic,2001-12,8.0
CZ,Czech Republic,2002-01,7.3
CZ,Czech Republic,2002-02,7.6
CZ,Czech Republic,2002-03,7.5
CZ,Czech Republic,2002-04,6.9
CZ,Czech Republic,2002-05,7.3
CZ,Czech Republic,2002-06,7.3
CZ,Czech Republic,2002-07,6.9
CZ,Czech Republic,2002-08,7.4
CZ,Czech Republic,2002-09,7.3
CZ,Czech Republic,2002-10,7.0
CZ,Czech Republic,2002-11,7.5
CZ,Czech Republic,2002-12,7.4
CZ,Czech Republic,2003-01,7.1
CZ,Czech Republic,2003-02,7.3
CZ,Czech Republic,2003-03,7.6
CZ,Czech Republic,2003-04,7.5
CZ,Czech Republic,2003-05,7.8
CZ,Czech Republic,2003-06,7.7
CZ,Czech Republic,2003-07,8.0
CZ,Czech Republic,2003-08,7.9
CZ,Czech Republic,2003-09,8.0
CZ,Czech Republic,2003-10,8.1
CZ,Czech Republic,2003-11,8.1
CZ,Czech Republic,2003-12,8.2
CZ,Czech Republic,2004-01,8.5
CZ,Czech Republic,2004-02,8.8
CZ,Czech Republic,2004-03,8.1
CZ,Czech Republic,2004-04,8.3
CZ,Czech Republic,2004-05,8.7
CZ,Czech Republic,2004-06,8.1
CZ,Czech Republic,2004-07,8.0
CZ,Czech Republic,2004-08,8.3
CZ,Czech Republic,2004-09,8.2
CZ,Czech Republic,2004-10,8.6
CZ,Czech Republic,2004-11,8.4
CZ,Czech Republic,2004-12,7.7
CZ,Czech Republic,2005-01,8.2
CZ,Czech Republic,2005-02,8.3
CZ,Czech Republic,2005-03,7.8
CZ,Czech Republic,2005-04,8.0
CZ,Czech Republic,2005-05,8.0
CZ,Czech Republic,2005-06,7.9
CZ,Czech Republic,2005-07,7.8
CZ,Czech Republic,2005-08,7.8
CZ,Czech Republic,2005-09,7.8
CZ,Czech Republic,2005-10,7.9
CZ,Czech Republic,2005-11,7.8
CZ,Czech Republic,2005-12,7.9
CZ,Czech Republic,2006-01,7.9
CZ,Czech Republic,2006-02,7.3
CZ,Czech Republic,2006-03,8.0
CZ,Czech Republic,2006-04,7.2
CZ,Czech Republic,2006-05,7.0
CZ,Czech Republic,2006-06,7.5
CZ,Czech Republic,2006-07,7.0
CZ,Czech Republic,2006-08,6.8
CZ,Czech Republic,2006-09,7.2
CZ,Czech Republic,2006-10,6.6
CZ,Czech Republic,2006-11,6.6
CZ,Czech Republic,2006-12,6.6
CZ,Czech Republic,2007-01,6.0
CZ,Czech Republic,2007-02,5.8
CZ,Czech Republic,2007-03,5.7
CZ,Czech Republic,2007-04,5.5
CZ,Czech Republic,2007-05,5.4
CZ,Czech Republic,2007-06,5.4
CZ,Czech Republic,2007-07,5.3
CZ,Czech Republic,2007-08,5.0
CZ,Czech Republic,2007-09,5.1
CZ,Czech Republic,2007-10,5.1
CZ,Czech Republic,2007-11,4.8
CZ,Czech Republic,2007-12,4.9
CZ,Czech Republic,2008-01,4.7
CZ,Czech Republic,2008-02,4.6
CZ,Czech Republic,2008-03,4.3
CZ,Czech Republic,2008-04,4.4
CZ,Czech Republic,2008-05,4.2
CZ,Czech Republic,2008-06,4.5
CZ,Czech Republic,2008-07,4.3
CZ,Czech Republic,2008-08,4.1
CZ,Czech Republic,2008-09,4.4
CZ,Czech Republic,2008-10,4.1
CZ,Czech Republic,2008-11,4.5
CZ,Czech Republic,2008-12,4.8
CZ,Czech Republic,2009-01,5.3
CZ,Czech Republic,2009-02,5.7
CZ,Czech Republic,2009-03,5.8
CZ,Czech Republic,2009-04,6.3
CZ,Czech Republic,2009-05,6.6
CZ,Czech Republic,2009-06,6.5
CZ,Czech Republic,2009-07,7.0
CZ,Czech Republic,2009-08,7.6
CZ,Czech Republic,2009-09,7.4
CZ,Czech Republic,2009-10,7.2
CZ,Czech Republic,2009-11,7.5
CZ,Czech Republic,2009-12,7.4
CZ,Czech Republic,2010-01,7.7
CZ,Czech Republic,2010-02,8.0
CZ,Czech Republic,2010-03,7.7
CZ,Czech Republic,2010-04,7.3
CZ,Czech Republic,2010-05,7.4
CZ,Czech Republic,2010-06,7.2
CZ,Czech Republic,2010-07,7.3
CZ,Czech Republic,2010-08,7.1
CZ,Czech Republic,2010-09,6.9
CZ,Czech Republic,2010-10,7.1
CZ,Czech Republic,2010-11,7.0
CZ,Czech Republic,2010-12,6.9
CZ,Czech Republic,2011-01,7.0
CZ,Czech Republic,2011-02,7.0
CZ,Czech Republic,2011-03,6.8
CZ,Czech Republic,2011-04,6.9
CZ,Czech Republic,2011-05,6.8
CZ,Czech Republic,2011-06,6.8
CZ,Czech Republic,2011-07,6.6
CZ,Czech Republic,2011-08,6.4
CZ,Czech Republic,2011-09,6.6
CZ,Czech Republic,2011-10,6.6
CZ,Czech Republic,2011-11,6.5
CZ,Czech Republic,2011-12,6.5
CZ,Czech Republic,2012-01,6.6
CZ,Czech Republic,2012-02,7.1
CZ,Czech Republic,2012-03,6.9
CZ,Czech Republic,2012-04,7.0
CZ,Czech Republic,2012-05,6.9
CZ,Czech Republic,2012-06,6.7
CZ,Czech Republic,2012-07,7.0
CZ,Czech Republic,2012-08,7.2
CZ,Czech Republic,2012-09,6.7
CZ,Czech Republic,2012-10,7.2
CZ,Czech Republic,2012-11,7.7
CZ,Czech Republic,2012-12,7.0
CZ,Czech Republic,2013-01,6.8
CZ,Czech Republic,2013-02,7.5
CZ,Czech Republic,2013-03,7.3
CZ,Czech Republic,2013-04,6.9
CZ,Czech Republic,2013-05,7.3
CZ,Czech Republic,2013-06,6.6
CZ,Czech Republic,2013-07,6.7
CZ,Czech Republic,2013-08,7.2
CZ,Czech Republic,2013-09,7.0
CZ,Czech Republic,2013-10,6.5
CZ,Czech Republic,2013-11,7.1
CZ,Czech Republic,2013-12,6.8
CZ,Czech Republic,2014-01,6.3
CZ,Czech Republic,2014-02,6.6
CZ,Czech Republic,2014-03,6.8
CZ,Czech Republic,2014-04,6.2
CZ,Czech Republic,2014-05,6.2
CZ,Czech Republic,2014-06,6.1
CZ,Czech Republic,2014-07,5.7
CZ,Czech Republic,2014-08,6.3
CZ,Czech Republic,2014-09,5.7
CZ,Czech Republic,2014-10,5.5
CZ,Czech Republic,2014-11,6.3
CZ,Czech Republic,2014-12,5.8
CZ,Czech Republic,2015-01,5.8
CZ,Czech Republic,2015-02,5.9
CZ,Czech Republic,2015-03,5.7
CZ,Czech Republic,2015-04,5.2
CZ,Czech Republic,2015-05,5.0
CZ,Czech Republic,2015-06,4.9
CZ,Czech Republic,2015-07,5.0
CZ,Czech Republic,2015-08,4.8
CZ,Czech Republic,2015-09,4.7
CZ,Czech Republic,2015-10,4.7
CZ,Czech Republic,2015-11,4.6
CZ,Czech Republic,2015-12,4.5
CZ,Czech Republic,2016-01,4.4
CZ,Czech Republic,2016-02,4.2
CZ,Czech Republic,2016-03,4.0
CZ,Czech Republic,2016-04,4.0
CZ,Czech Republic,2016-05,3.9
CZ,Czech Republic,2016-06,4.2
CZ,Czech Republic,2016-07,4.2
CZ,Czech Republic,2016-08,3.6
CZ,Czech Republic,2016-09,4.0
CZ,Czech Republic,2016-10,3.8
CZ,Czech Republic,2016-11,3.6
CZ,Czech Republic,2016-12,3.6
CZ,Czech Republic,2017-01,3.5
CZ,Czech Republic,2017-02,3.3
CZ,Czech Republic,2017-03,3.2
CZ,Czech Republic,2017-04,3.4
CZ,Czech Republic,2017-05,2.9
CZ,Czech Republic,2017-06,2.8
CZ,Czech Republic,2017-07,2.8
CZ,Czech Republic,2017-08,2.7
CZ,Czech Republic,2017-09,2.7
CZ,Czech Republic,2017-10,2.6
CZ,Czech Republic,2017-11,2.5
CZ,Czech Republic,2017-12,2.3
CZ,Czech Republic,2018-01,2.5
CZ,Czech Republic,2018-02,2.4
CZ,Czech Republic,2018-03,2.1
CZ,Czech Republic,2018-04,2.3
CZ,Czech Republic,2018-05,2.2
CZ,Czech Republic,2018-06,2.3
CZ,Czech Republic,2018-07,2.3
CZ,Czech Republic,2018-08,2.4
CZ,Czech Republic,2018-09,2.3
CZ,Czech Republic,2018-10,2.1
CZ,Czech Republic,2018-11,1.9
CZ,Czech Republic,2018-12,2.3
CZ,Czech Republic,2019-01,2.1
CZ,Czech Republic,2019-02,1.7
CZ,Czech Republic,2019-03,2.1
CZ,Czech Republic,2019-04,2.0
CZ,Czech Republic,2019-05,2.1
CZ,Czech Republic,2019-06,1.8
CZ,Czech Republic,2019-07,2.1
CZ,Czech Republic,2019-08,2.0
CZ,Czech Republic,2019-09,2.1
CZ,Czech Republic,2019-10,2.2
CZ,Czech Republic,2019-11,2.2
CZ,Czech Republic,2019-12,1.9
CZ,Czech Republic,2020-01,2.0
CZ,Czech Republic,2020-02,1.8
CZ,Czech Republic,2020-03,1.8
CZ,Czech Republic,2020-04,2.2
CZ,Czech Republic,2020-05,2.5
CZ,Czech Republic,2020-06,2.6
CZ,Czech Republic,2020-07,2.9
CZ,Czech Republic,2020-08,2.8
CZ,Czech Republic,2020-09,2.8
CZ,Czech Republic,2020-10,3.1
CZ,Czech Republic,2020-11,3.1
CZ,Czech Republic,2020-12,3.1
CZ,Czech Republic,2021-01,3.2
CZ,Czech Republic,2021-02,3.2
CZ,Czech Republic,2021-03,3.3
CZ,Czech Republic,2021-04,3.3
CZ,Czech Republic,2021-05,3.1
CZ,Czech Republic,2021-06,2.7
CZ,Czech Republic,2021-07,2.6
CZ,Czech Republic,2021-08,2.8
CZ,Czech Republic,2021-09,2.6
CZ,Czech Republic,2021-10,2.5
CZ,Czech Republic,2021-11,2.2
CZ,Czech Republic,2021-12,2.2
CZ,Czech Republic,2022-01,2.3
CZ,Czech Republic,2022-02,2.5
CZ,Czech Republic,2022-03,2.3
CZ,Czech Republic,2022-04,2.4
CZ,Czech Republic,2022-05,2.5
CZ,Czech Republic,2022-06,2.4
CZ,Czech Republic,2022-07,2.3
CZ,Czech Republic,2022-08,2.4
CZ,Czech Republic,2022-09,2.2
CZ,Czech Republic,2022-10,2.2
CZ,Czech Republic,2022-11,2.9
CZ,Czech Republic,2022-12,2.2
CZ,Czech Republic,2023-01,2.5
CZ,Czech Republic,2023-02,2.5
CZ,Czech Republic,2023-03,2.6
CZ,Czech Republic,2023-04,2.7
CZ,Czech Republic,2023-05,2.4
CZ,Czech Republic,2023-06,2.6
CZ,Czech Republic,2023-07,2.8
CZ,Czech Republic,2023-08,2.5
CZ,Czech Republic,2023-09,2.7
CZ,Czech Republic,2023-10,2.9
CZ,Czech Republic,2023-11,2.4
CZ,Czech Republic,2023-12,2.9
CZ,Czech Republic,2024-01,3.0
CZ,Czech Republic,2024-02,2.5
CZ,Czech Republic,2024-03,3.0
CZ,Czech Republic,2024-04,2.8
CZ,Czech Republic,2024-05,2.7
CZ,Czech Republic,2024-06,2.8
CZ,Czech Republic,2024-07,2.6
CZ,Czech Republic,2024-08,2.5
CZ,Czech Republic,2024-09,3.0
CZ,Czech Republic,2024-10,2.6
CZ,Czech Republic,2024-11,2.6
CZ,Czech Republic,2024-12,2.9
CZ,Czech Republic,2025-01,2.5
CZ,Czech Republic,2025-02,2.6
CZ,Czech Republic,2025-03,2.7
CZ,Czech Republic,2025-04,2.8
CZ,Czech Republic,2025-05,2.8
CZ,Czech Republic,2025-06,3.0
CZ,Czech Republic,2025-07,2.8
CZ,Czech Republic,2025-08,3.1
CZ,Czech Republic,2025-09,3.0
CZ,Czech Republic,2025-10,3.2
CZ,Czech Republic,2025-11,3.2
CZ,Czech Republic,2025-12,3.1
CZ,Czech Republic,2026-01,3.2
CZ,Czech Republic,2026-02,3.2
CZ,Czech Republic,2026-03,3.1
SK,Slovakia,1998-01,12.8
SK,Slovakia,1998-02,12.8
SK,Slovakia,1998-03,12.9
SK,Slovakia,1998-04,12.9
SK,Slovakia,1998-05,12.9
SK,Slovakia,1998-06,13.0
SK,Slovakia,1998-07,13.4
SK,Slovakia,1998-08,13.5
SK,Slovakia,1998-09,13.6
SK,Slovakia,1998-10,13.7
SK,Slovakia,1998-11,13.9
SK,Slovakia,1998-12,14.3
SK,Slovakia,1999-01,14.9
SK,Slovakia,1999-02,15.4
SK,Slovakia,1999-03,15.8
SK,Slovakia,1999-04,16.0
SK,Slovakia,1999-05,16.2
SK,Slovakia,1999-06,16.5
SK,Slovakia,1999-07,16.7
SK,Slovakia,1999-08,16.9
SK,Slovakia,1999-09,17.1
SK,Slovakia,1999-10,17.6
SK,Slovakia,1999-11,17.9
SK,Slovakia,1999-12,17.9
SK,Slovakia,2000-01,17.8
SK,Slovakia,2000-02,17.9
SK,Slovakia,2000-03,18.1
SK,Slovakia,2000-04,18.5
SK,Slovakia,2000-05,18.9
SK,Slovakia,2000-06,19.2
SK,Slovakia,2000-07,19.7
SK,Slovakia,2000-08,19.1
SK,Slovakia,2000-09,19.0
SK,Slovakia,2000-10,18.9
SK,Slovakia,2000-11,18.9
SK,Slovakia,2000-12,18.8
SK,Slovakia,2001-01,18.8
SK,Slovakia,2001-02,18.6
SK,Slovakia,2001-03,18.6
SK,Slovakia,2001-04,18.7
SK,Slovakia,2001-05,18.8
SK,Slovakia,2001-06,18.8
SK,Slovakia,2001-07,18.9
SK,Slovakia,2001-08,19.1
SK,Slovakia,2001-09,19.1
SK,Slovakia,2001-10,19.1
SK,Slovakia,2001-11,19.1
SK,Slovakia,2001-12,19.1
SK,Slovakia,2002-01,19.2
SK,Slovakia,2002-02,19.3
SK,Slovakia,2002-03,19.2
SK,Slovakia,2002-04,19.1
SK,Slovakia,2002-05,19.0
SK,Slovakia,2002-06,18.9
SK,Slovakia,2002-07,18.8
SK,Slovakia,2002-08,18.7
SK,Slovakia,2002-09,18.6
SK,Slovakia,2002-10,18.7
SK,Slovakia,2002-11,18.6
SK,Slovakia,2002-12,18.5
SK,Slovakia,2003-01,18.1
SK,Slovakia,2003-02,17.8
SK,Slovakia,2003-03,17.6
SK,Slovakia,2003-04,17.5
SK,Slovakia,2003-05,17.5
SK,Slovakia,2003-06,17.6
SK,Slovakia,2003-07,17.8
SK,Slovakia,2003-08,18.1
SK,Slovakia,2003-09,17.9
SK,Slovakia,2003-10,18.0
SK,Slovakia,2003-11,18.3
SK,Slovakia,2003-12,18.8
SK,Slovakia,2004-01,19.2
SK,Slovakia,2004-02,19.6
SK,Slovakia,2004-03,19.8
SK,Slovakia,2004-04,20.0
SK,Slovakia,2004-05,19.9
SK,Slovakia,2004-06,19.7
SK,Slovakia,2004-07,19.4
SK,Slovakia,2004-08,19.2
SK,Slovakia,2004-09,19.1
SK,Slovakia,2004-10,18.9
SK,Slovakia,2004-11,18.7
SK,Slovakia,2004-12,18.5
SK,Slovakia,2005-01,18.3
SK,Slovakia,2005-02,18.1
SK,Slovakia,2005-03,17.8
SK,Slovakia,2005-04,17.6
SK,Slovakia,2005-05,17.4
SK,Slovakia,2005-06,17.2
SK,Slovakia,2005-07,17.1
SK,Slovakia,2005-08,17.1
SK,Slovakia,2005-09,17.2
SK,Slovakia,2005-10,17.1
SK,Slovakia,2005-11,16.9
SK,Slovakia,2005-12,16.6
SK,Slovakia,2006-01,16.3
SK,Slovakia,2006-02,16.0
SK,Slovakia,2006-03,15.8
SK,Slovakia,2006-04,15.6
SK,Slovakia,2006-05,15.3
SK,Slovakia,2006-06,14.9
SK,Slovakia,2006-07,14.5
SK,Slovakia,2006-08,14.3
SK,Slovakia,2006-09,14.0
SK,Slovakia,2006-10,13.9
SK,Slovakia,2006-11,13.7
SK,Slovakia,2006-12,13.4
SK,Slovakia,2007-01,12.9
SK,Slovakia,2007-02,12.7
SK,Slovakia,2007-03,12.6
SK,Slovakia,2007-04,12.8
SK,Slovakia,2007-05,12.9
SK,Slovakia,2007-06,13.0
SK,Slovakia,2007-07,13.1
SK,Slovakia,2007-08,13.1
SK,Slovakia,2007-09,12.9
SK,Slovakia,2007-10,12.6
SK,Slovakia,2007-11,12.3
SK,Slovakia,2007-12,12.2
SK,Slovakia,2008-01,12.2
SK,Slovakia,2008-02,12.0
SK,Slovakia,2008-03,11.8
SK,Slovakia,2008-04,11.7
SK,Slovakia,2008-05,11.5
SK,Slovakia,2008-06,11.2
SK,Slovakia,2008-07,10.8
SK,Slovakia,2008-08,10.4
SK,Slovakia,2008-09,10.2
SK,Slovakia,2008-10,10.0
SK,Slovakia,2008-11,10.0
SK,Slovakia,2008-12,10.3
SK,Slovakia,2009-01,11.1
SK,Slovakia,2009-02,11.5
SK,Slovakia,2009-03,12.0
SK,Slovakia,2009-04,12.4
SK,Slovakia,2009-05,12.8
SK,Slovakia,2009-06,13.1
SK,Slovakia,2009-07,13.3
SK,Slovakia,2009-08,13.5
SK,Slovakia,2009-09,13.9
SK,Slovakia,2009-10,14.1
SK,Slovakia,2009-11,14.4
SK,Slovakia,2009-12,14.8
SK,Slovakia,2010-01,15.5
SK,Slovakia,2010-02,15.5
SK,Slovakia,2010-03,15.5
SK,Slovakia,2010-04,15.4
SK,Slovakia,2010-05,15.2
SK,Slovakia,2010-06,14.9
SK,Slovakia,2010-07,14.6
SK,Slovakia,2010-08,14.5
SK,Slovakia,2010-09,14.5
SK,Slovakia,2010-10,14.3
SK,Slovakia,2010-11,14.1
SK,Slovakia,2010-12,14.1
SK,Slovakia,2011-01,14.1
SK,Slovakia,2011-02,14.0
SK,Slovakia,2011-03,14.0
SK,Slovakia,2011-04,13.8
SK,Slovakia,2011-05,13.7
SK,Slovakia,2011-06,13.5
SK,Slovakia,2011-07,13.6
SK,Slovakia,2011-08,13.7
SK,Slovakia,2011-09,13.9
SK,Slovakia,2011-10,14.1
SK,Slovakia,2011-11,14.2
SK,Slovakia,2011-12,14.3
SK,Slovakia,2012-01,14.4
SK,Slovakia,2012-02,14.4
SK,Slovakia,2012-03,14.4
SK,Slovakia,2012-04,14.4
SK,Slovakia,2012-05,14.4
SK,Slovakia,2012-06,14.3
SK,Slovakia,2012-07,14.7
SK,Slovakia,2012-08,14.9
SK,Slovakia,2012-09,14.9
SK,Slovakia,2012-10,15.1
SK,Slovakia,2012-11,15.1
SK,Slovakia,2012-12,15.1
SK,Slovakia,2013-01,15.0
SK,Slovakia,2013-02,14.9
SK,Slovakia,2013-03,14.8
SK,Slovakia,2013-04,14.9
SK,Slovakia,2013-05,14.8
SK,Slovakia,2013-06,14.8
SK,Slovakia,2013-07,14.7
SK,Slovakia,2013-08,14.5
SK,Slovakia,2013-09,14.4
SK,Slovakia,2013-10,14.2
SK,Slovakia,2013-11,14.1
SK,Slovakia,2013-12,14.1
SK,Slovakia,2014-01,14.1
SK,Slovakia,2014-02,14.1
SK,Slovakia,2014-03,14.1
SK,Slovakia,2014-04,14.1
SK,Slovakia,2014-05,14.0
SK,Slovakia,2014-06,13.9
SK,Slovakia,2014-07,13.8
SK,Slovakia,2014-08,13.7
SK,Slovakia,2014-09,13.5
SK,Slovakia,2014-10,13.3
SK,Slovakia,2014-11,13.3
SK,Slovakia,2014-12,13.3
SK,Slovakia,2015-01,13.4
SK,Slovakia,2015-02,13.4
SK,Slovakia,2015-03,13.4
SK,Slovakia,2015-04,13.3
SK,Slovakia,2015-05,13.1
SK,Slovakia,2015-06,13.1
SK,Slovakia,2015-07,13.0
SK,Slovakia,2015-08,12.9
SK,Slovakia,2015-09,12.8
SK,Slovakia,2015-10,12.6
SK,Slovakia,2015-11,12.5
SK,Slovakia,2015-12,12.3
SK,Slovakia,2016-01,12.1
SK,Slovakia,2016-02,11.9
SK,Slovakia,2016-03,11.7
SK,Slovakia,2016-04,11.5
SK,Slovakia,2016-05,11.2
SK,Slovakia,2016-06,11.0
